Map,Street,City,LatLong,Phone
"<img class=""store-details__map-image"" src=""https://maps.googleapis.com/maps/api/staticmap?center=Dollar+General%2C2308+E+Morris+St%2CDalton+GA+30721&amp;zoom=15&amp;size=730x600&amp;markers=icon%3Ahttps%3A%2F%2Fwww.dollargeneral.com%2Fetc.clientlibs%2Fdollargeneral%2Fclientlibs%2Fclientlib-site%2Fresources%2Fimages%2Fstatic-map-pin.png%7C34.764112%2C-84.934031&amp;key=AIzaSyDi0nb6nKeHaDJWFtAvbAIPKBrUuAc_mTY&amp;signature=eRdq5Ul4AiTSR0jqBW2kjx-Bnfs="" alt=""Google map showing the dropped pin on Dollar General,2308 E Morris St,Dalton GA 30721"">",2308 E Morris St,"Dalton, GA 30721","<div class=""store-details__main-travel"" data-latitude=""34.764112"" data-longitude=""-84.934031"">
        <div class=""store-details__main-distance""></div>
        <a class=""store-details__main-directions"" href=""javascript:void(0);"" target=""_blank""></a>
    </div>",(706) 383-1810
"<img class=""store-details__map-image"" src=""https://maps.googleapis.com/maps/api/staticmap?center=Dollar+General%2C1902+Dug+Gap+Road%2CDalton+GA+30720-5722&amp;zoom=15&amp;size=730x600&amp;markers=icon%3Ahttps%3A%2F%2Fwww.dollargeneral.com%2Fetc.clientlibs%2Fdollargeneral%2Fclientlibs%2Fclientlib-site%2Fresources%2Fimages%2Fstatic-map-pin.png%7C34.739707%2C-84.998993&amp;key=AIzaSyDi0nb6nKeHaDJWFtAvbAIPKBrUuAc_mTY&amp;signature=RIUSyMp6ENu99RfE1uvOGjz7rgg="" alt=""Google map showing the dropped pin on Dollar General,1902 Dug Gap Road,Dalton GA 30720-5722"">",1902 Dug Gap Road,"Dalton, GA 30720-5722","<div class=""store-details__main-travel"" data-latitude=""34.739707"" data-longitude=""-84.998993"">
        <div class=""store-details__main-distance""></div>
        <a class=""store-details__main-directions"" href=""javascript:void(0);"" target=""_blank""></a>
    </div>",(706) 503-1777
"<img class=""store-details__map-image"" src=""https://maps.googleapis.com/maps/api/staticmap?center=Dollar+General%2C2524+Cleveland+Hwy%2CDalton+GA+30721-8157&amp;zoom=15&amp;size=730x600&amp;markers=icon%3Ahttps%3A%2F%2Fwww.dollargeneral.com%2Fetc.clientlibs%2Fdollargeneral%2Fclientlibs%2Fclientlib-site%2Fresources%2Fimages%2Fstatic-map-pin.png%7C34.822396%2C-84.944766&amp;key=AIzaSyDi0nb6nKeHaDJWFtAvbAIPKBrUuAc_mTY&amp;signature=UODOipl4ZAKu-I6e7RMwAbI99Hg="" alt=""Google map showing the dropped pin on Dollar General,2524 Cleveland Hwy,Dalton GA 30721-8157"">",2524 Cleveland Hwy,"Dalton, GA 30721-8157","<div class=""store-details__main-travel"" data-latitude=""34.822396"" data-longitude=""-84.944766"">
        <div class=""store-details__main-distance""></div>
        <a class=""store-details__main-directions"" href=""javascript:void(0);"" target=""_blank""></a>
    </div>",(706) 383-7975
"<img class=""store-details__map-image"" src=""https://maps.googleapis.com/maps/api/staticmap?center=Dollar+General%2C511+N+Glenwood+Ave%2CDalton+GA+30721-2814&amp;zoom=15&amp;size=730x600&amp;markers=icon%3Ahttps%3A%2F%2Fwww.dollargeneral.com%2Fetc.clientlibs%2Fdollargeneral%2Fclientlibs%2Fclientlib-site%2Fresources%2Fimages%2Fstatic-map-pin.png%7C34.778794%2C-84.965295&amp;key=AIzaSyDi0nb6nKeHaDJWFtAvbAIPKBrUuAc_mTY&amp;signature=SuqVfL3kyTa4s5PP6W7MJiWdMQA="" alt=""Google map showing the dropped pin on Dollar General,511 N Glenwood Ave,Dalton GA 30721-2814"">",511 N Glenwood Ave,"Dalton, GA 30721-2814","<div class=""store-details__main-travel"" data-latitude=""34.778794"" data-longitude=""-84.965295"">
        <div class=""store-details__main-distance""></div>
        <a class=""store-details__main-directions"" href=""javascript:void(0);"" target=""_blank""></a>
    </div>",(706) 503-1206
"<img class=""store-details__map-image"" src=""https://maps.googleapis.com/maps/api/staticmap?center=Dollar+General%2C113+Phelps+Rd+Se%2CDalton+GA+30721&amp;zoom=15&amp;size=730x600&amp;markers=icon%3Ahttps%3A%2F%2Fwww.dollargeneral.com%2Fetc.clientlibs%2Fdollargeneral%2Fclientlibs%2Fclientlib-site%2Fresources%2Fimages%2Fstatic-map-pin.png%7C34.698326%2C-84.986751&amp;key=AIzaSyDi0nb6nKeHaDJWFtAvbAIPKBrUuAc_mTY&amp;signature=ZNJzxWMO9LjbZWhRmGWuJXyxBbQ="" alt=""Google map showing the dropped pin on Dollar General,113 Phelps Rd Se,Dalton GA 30721"">",113 Phelps Rd Se,"Dalton, GA 30721","<div class=""store-details__main-travel"" data-latitude=""34.698326"" data-longitude=""-84.986751"" style=""display: none;"">
        <div class=""store-details__main-distance""></div>
        <a class=""store-details__main-directions"" href=""javascript:void(0);"" target=""_blank""></a>
    </div>",(706) 659-0340
"<img class=""store-details__map-image"" src=""https://maps.googleapis.com/maps/api/staticmap?center=Dollar+General%2C1809+Antioch+Rd%2CDalton+GA+30721&amp;zoom=15&amp;size=730x600&amp;markers=icon%3Ahttps%3A%2F%2Fwww.dollargeneral.com%2Fetc.clientlibs%2Fdollargeneral%2Fclientlibs%2Fclientlib-site%2Fresources%2Fimages%2Fstatic-map-pin.png%7C34.73983%2C-84.94755&amp;key=AIzaSyDi0nb6nKeHaDJWFtAvbAIPKBrUuAc_mTY&amp;signature=xnHDALouv3OmHCpM0kCfh-lRR0Y="" alt=""Google map showing the dropped pin on Dollar General,1809 Antioch Rd,Dalton GA 30721"">",1809 Antioch Rd,"Dalton, GA 30721","<div class=""store-details__main-travel"" data-latitude=""34.73983"" data-longitude=""-84.94755"">
        <div class=""store-details__main-distance""></div>
        <a class=""store-details__main-directions"" href=""javascript:void(0);"" target=""_blank""></a>
    </div>",(470) 571-0280
"<img class=""store-details__map-image"" src=""https://maps.googleapis.com/maps/api/staticmap?center=Dollar+General%2C101+W+Walnut+Ave+Ste+1%2CDalton+GA+30720-8426&amp;zoom=15&amp;size=730x600&amp;markers=icon%3Ahttps%3A%2F%2Fwww.dollargeneral.com%2Fetc.clientlibs%2Fdollargeneral%2Fclientlibs%2Fclientlib-site%2Fresources%2Fimages%2Fstatic-map-pin.png%7C34.7614%2C-84.9671&amp;key=AIzaSyDi0nb6nKeHaDJWFtAvbAIPKBrUuAc_mTY&amp;signature=mBLNI2jHXm-YleyiRKk88_2ovEg="" alt=""Google map showing the dropped pin on Dollar General,101 W Walnut Ave Ste 1,Dalton GA 30720-8426"">",101 W Walnut Ave Ste 1,"Dalton, GA 30720-8426","<div class=""store-details__main-travel"" data-latitude=""34.7614"" data-longitude=""-84.9671"">
        <div class=""store-details__main-distance""></div>
        <a class=""store-details__main-directions"" href=""javascript:void(0);"" target=""_blank""></a>
    </div>",(706) 609-5177
"<img class=""store-details__map-image"" src=""https://maps.googleapis.com/maps/api/staticmap?center=Dollar+General%2C3456+Cleveland+Hwy%2CDalton+GA+30721&amp;zoom=15&amp;size=730x600&amp;markers=icon%3Ahttps%3A%2F%2Fwww.dollargeneral.com%2Fetc.clientlibs%2Fdollargeneral%2Fclientlibs%2Fclientlib-site%2Fresources%2Fimages%2Fstatic-map-pin.png%7C34.87243%2C-84.94438&amp;key=AIzaSyDi0nb6nKeHaDJWFtAvbAIPKBrUuAc_mTY&amp;signature=OWCg-2kjUo4JsSKGREX35jDZumI="" alt=""Google map showing the dropped pin on Dollar General,3456 Cleveland Hwy,Dalton GA 30721"">",3456 Cleveland Hwy,"Dalton, GA 30721","<div class=""store-details__main-travel"" data-latitude=""34.87243"" data-longitude=""-84.94438"" style=""display: none;"">
        <div class=""store-details__main-distance""></div>
        <a class=""store-details__main-directions"" href=""javascript:void(0);"" target=""_blank""></a>
    </div>",(706) 508-4665
"<img class=""store-details__map-image"" src=""https://maps.googleapis.com/maps/api/staticmap?center=Dollar+General%2C1226+Dawnville+Rd%2CDalton+GA+30721-6805&amp;zoom=15&amp;size=730x600&amp;markers=icon%3Ahttps%3A%2F%2Fwww.dollargeneral.com%2Fetc.clientlibs%2Fdollargeneral%2Fclientlibs%2Fclientlib-site%2Fresources%2Fimages%2Fstatic-map-pin.png%7C34.8162%2C-84.8874&amp;key=AIzaSyDi0nb6nKeHaDJWFtAvbAIPKBrUuAc_mTY&amp;signature=GN-rLRtc9I7w7sn5LIxc12dI27E="" alt=""Google map showing the dropped pin on Dollar General,1226 Dawnville Rd,Dalton GA 30721-6805"">",1226 Dawnville Rd,"Dalton, GA 30721-6805","<div class=""store-details__main-travel"" data-latitude=""34.8162"" data-longitude=""-84.8874"">
        <div class=""store-details__main-distance""></div>
        <a class=""store-details__main-directions"" href=""javascript:void(0);"" target=""_blank""></a>
    </div>",(706) 659-0355
"<img class=""store-details__map-image"" src=""https://maps.googleapis.com/maps/api/staticmap?center=Dollar+General%2C1004+Riverburch+Pkwy%2CDalton+GA+30721-8630&amp;zoom=15&amp;size=730x600&amp;markers=icon%3Ahttps%3A%2F%2Fwww.dollargeneral.com%2Fetc.clientlibs%2Fdollargeneral%2Fclientlibs%2Fclientlib-site%2Fresources%2Fimages%2Fstatic-map-pin.png%7C34.80085%2C-84.943954&amp;key=AIzaSyDi0nb6nKeHaDJWFtAvbAIPKBrUuAc_mTY&amp;signature=3tSJNrvTgbi-k1VeeEhJ9gdoZII="" alt=""Google map showing the dropped pin on Dollar General,1004 Riverburch Pkwy,Dalton GA 30721-8630"">",1004 Riverburch Pkwy,"Dalton, GA 30721-8630","<div class=""store-details__main-travel"" data-latitude=""34.80085"" data-longitude=""-84.943954"">
        <div class=""store-details__main-distance""></div>
        <a class=""store-details__main-directions"" href=""javascript:void(0);"" target=""_blank""></a>
    </div>",(706) 403-2635
"<img class=""store-details__map-image"" src=""https://maps.googleapis.com/maps/api/staticmap?center=Dollar+General%2C1348+Sammons+St%2CDamascus+GA+39841-4512&amp;zoom=15&amp;size=730x600&amp;markers=icon%3Ahttps%3A%2F%2Fwww.dollargeneral.com%2Fetc.clientlibs%2Fdollargeneral%2Fclientlibs%2Fclientlib-site%2Fresources%2Fimages%2Fstatic-map-pin.png%7C31.2991%2C-84.719&amp;key=AIzaSyDi0nb6nKeHaDJWFtAvbAIPKBrUuAc_mTY&amp;signature=Eyi1UhSTnCNj9fV4IT_xsqfopNM="" alt=""Google map showing the dropped pin on Dollar General,1348 Sammons St,Damascus GA 39841-4512"">",1348 Sammons St,"Damascus, GA 39841-4512","<div class=""store-details__main-travel"" data-latitude=""31.2991"" data-longitude=""-84.719"">
        <div class=""store-details__main-distance""></div>
        <a class=""store-details__main-directions"" href=""javascript:void(0);"" target=""_blank""></a>
    </div>",(706) 786-6363
"<img class=""store-details__map-image"" src=""https://maps.googleapis.com/maps/api/staticmap?center=Dollar+General%2C425+General+Daniel+Ave+S%2CDanielsville+GA+30633-0685&amp;zoom=15&amp;size=730x600&amp;markers=icon%3Ahttps%3A%2F%2Fwww.dollargeneral.com%2Fetc.clientlibs%2Fdollargeneral%2Fclientlibs%2Fclientlib-site%2Fresources%2Fimages%2Fstatic-map-pin.png%7C34.11947%2C-83.22468&amp;key=AIzaSyDi0nb6nKeHaDJWFtAvbAIPKBrUuAc_mTY&amp;signature=FsvXBeLZIPowjiU0cyfXpZJwJso="" alt=""Google map showing the dropped pin on Dollar General,425 General Daniel Ave S,Danielsville GA 30633-0685"">",425 General Daniel Ave S,"Danielsville, GA 30633-0685","<div class=""store-details__main-travel"" data-latitude=""34.11947"" data-longitude=""-83.22468"">
        <div class=""store-details__main-distance""></div>
        <a class=""store-details__main-directions"" href=""javascript:void(0);"" target=""_blank""></a>
    </div>",(762) 499-6035
"<img class=""store-details__map-image"" src=""https://maps.googleapis.com/maps/api/staticmap?center=Dollar+General%2C1104+North+Way%2CDarien+GA+31305-1571&amp;zoom=15&amp;size=730x600&amp;markers=icon%3Ahttps%3A%2F%2Fwww.dollargeneral.com%2Fetc.clientlibs%2Fdollargeneral%2Fclientlibs%2Fclientlib-site%2Fresources%2Fimages%2Fstatic-map-pin.png%7C31.378665%2C-81.433634&amp;key=AIzaSyDi0nb6nKeHaDJWFtAvbAIPKBrUuAc_mTY&amp;signature=q-wmN_LLWzU0EDKeTjeLDvZ22Nk="" alt=""Google map showing the dropped pin on Dollar General,1104 North Way,Darien GA 31305-1571"">",1104 North Way,"Darien, GA 31305-1571","<div class=""store-details__main-travel"" data-latitude=""31.378665"" data-longitude=""-81.433634"">
        <div class=""store-details__main-distance""></div>
        <a class=""store-details__main-directions"" href=""javascript:void(0);"" target=""_blank""></a>
    </div>",(912) 217-5295
"<img class=""store-details__map-image"" src=""https://maps.googleapis.com/maps/api/staticmap?center=Dollar+General%2C12530+Hwy+24+East%2CDavisboro+GA+31018&amp;zoom=15&amp;size=730x600&amp;markers=icon%3Ahttps%3A%2F%2Fwww.dollargeneral.com%2Fetc.clientlibs%2Fdollargeneral%2Fclientlibs%2Fclientlib-site%2Fresources%2Fimages%2Fstatic-map-pin.png%7C32.98726%2C-82.60808&amp;key=AIzaSyDi0nb6nKeHaDJWFtAvbAIPKBrUuAc_mTY&amp;signature=4iOBKjzO9XZynWLMPCiRbWsqbvM="" alt=""Google map showing the dropped pin on Dollar General,12530 Hwy 24 East,Davisboro GA 31018"">",12530 Hwy 24 East,"Davisboro, GA 31018","<div class=""store-details__main-travel"" data-latitude=""32.98726"" data-longitude=""-82.60808"">
        <div class=""store-details__main-distance""></div>
        <a class=""store-details__main-directions"" href=""javascript:void(0);"" target=""_blank""></a>
    </div>",(478) 241-0310
"<img class=""store-details__map-image"" src=""https://maps.googleapis.com/maps/api/staticmap?center=Dollar+General%2C649+Forrester+Dr+Se%2CDawson+GA+39842-2010&amp;zoom=15&amp;size=730x600&amp;markers=icon%3Ahttps%3A%2F%2Fwww.dollargeneral.com%2Fetc.clientlibs%2Fdollargeneral%2Fclientlibs%2Fclientlib-site%2Fresources%2Fimages%2Fstatic-map-pin.png%7C31.7623%2C-84.4414&amp;key=AIzaSyDi0nb6nKeHaDJWFtAvbAIPKBrUuAc_mTY&amp;signature=faC9OWZqfvv_ytUM6BewvTe0cEI="" alt=""Google map showing the dropped pin on Dollar General,649 Forrester Dr Se,Dawson GA 39842-2010"">",649 Forrester Dr Se,"Dawson, GA 39842-2010","<div class=""store-details__main-travel"" data-latitude=""31.7623"" data-longitude=""-84.4414"">
        <div class=""store-details__main-distance""></div>
        <a class=""store-details__main-directions"" href=""javascript:void(0);"" target=""_blank""></a>
    </div>",(229) 518-4779
"<img class=""store-details__map-image"" src=""https://maps.googleapis.com/maps/api/staticmap?center=Dollar+General%2C865+Martin+Luther+King+Jr+Dr%2CDawson+GA+39842&amp;zoom=15&amp;size=730x600&amp;markers=icon%3Ahttps%3A%2F%2Fwww.dollargeneral.com%2Fetc.clientlibs%2Fdollargeneral%2Fclientlibs%2Fclientlib-site%2Fresources%2Fimages%2Fstatic-map-pin.png%7C31.78459%2C-84.44664&amp;key=AIzaSyDi0nb6nKeHaDJWFtAvbAIPKBrUuAc_mTY&amp;signature=Jr0IurNdmsZOLUMg3xMBkgjam80="" alt=""Google map showing the dropped pin on Dollar General,865 Martin Luther King Jr Dr,Dawson GA 39842"">",865 Martin Luther King Jr Dr,"Dawson, GA 39842","<div class=""store-details__main-travel"" data-latitude=""31.78459"" data-longitude=""-84.44664"" style=""display: none;"">
        <div class=""store-details__main-distance""></div>
        <a class=""store-details__main-directions"" href=""javascript:void(0);"" target=""_blank""></a>
    </div>",(762) 261-0401
"<img class=""store-details__map-image"" src=""https://maps.googleapis.com/maps/api/staticmap?center=Dollar+General%2C7473+Elliot+Family+Pkwy%2CDawsonville+GA+30534-1751&amp;zoom=15&amp;size=730x600&amp;markers=icon%3Ahttps%3A%2F%2Fwww.dollargeneral.com%2Fetc.clientlibs%2Fdollargeneral%2Fclientlibs%2Fclientlib-site%2Fresources%2Fimages%2Fstatic-map-pin.png%7C34.5116%2C-84.2284&amp;key=AIzaSyDi0nb6nKeHaDJWFtAvbAIPKBrUuAc_mTY&amp;signature=8EAG1l5Rs-jMuwHJD35DqffAvJM="" alt=""Google map showing the dropped pin on Dollar General,7473 Elliot Family Pkwy,Dawsonville GA 30534-1751"">",7473 Elliot Family Pkwy,"Dawsonville, GA 30534-1751","<div class=""store-details__main-travel"" data-latitude=""34.5116"" data-longitude=""-84.2284"">
        <div class=""store-details__main-distance""></div>
        <a class=""store-details__main-directions"" href=""javascript:void(0);"" target=""_blank""></a>
    </div>",(706) 225-8710
"<img class=""store-details__map-image"" src=""https://maps.googleapis.com/maps/api/staticmap?center=Dollar+General%2C960+Harmony+Church+Rd%2CDawsonville+GA+30534&amp;zoom=15&amp;size=730x600&amp;markers=icon%3Ahttps%3A%2F%2Fwww.dollargeneral.com%2Fetc.clientlibs%2Fdollargeneral%2Fclientlibs%2Fclientlib-site%2Fresources%2Fimages%2Fstatic-map-pin.png%7C34.386%2C-84.0105&amp;key=AIzaSyDi0nb6nKeHaDJWFtAvbAIPKBrUuAc_mTY&amp;signature=Qun6PrBa9q882dLG4o8y8UITP-4="" alt=""Google map showing the dropped pin on Dollar General,960 Harmony Church Rd,Dawsonville GA 30534"">",960 Harmony Church Rd,"Dawsonville, GA 30534","<div class=""store-details__main-travel"" data-latitude=""34.386"" data-longitude=""-84.0105"">
        <div class=""store-details__main-distance""></div>
        <a class=""store-details__main-directions"" href=""javascript:void(0);"" target=""_blank""></a>
    </div>",(470) 691-0074
"<img class=""store-details__map-image"" src=""https://maps.googleapis.com/maps/api/staticmap?center=Dollar+General%2C31+Tsc+Drive%2CDawsonville+GA+30534-6199&amp;zoom=15&amp;size=730x600&amp;markers=icon%3Ahttps%3A%2F%2Fwww.dollargeneral.com%2Fetc.clientlibs%2Fdollargeneral%2Fclientlibs%2Fclientlib-site%2Fresources%2Fimages%2Fstatic-map-pin.png%7C34.358711%2C-84.031285&amp;key=AIzaSyDi0nb6nKeHaDJWFtAvbAIPKBrUuAc_mTY&amp;signature=nVk8LqKxO7wtiFVzcSKAzOXE2Lk="" alt=""Google map showing the dropped pin on Dollar General,31 Tsc Drive,Dawsonville GA 30534-6199"">",31 Tsc Drive,"Dawsonville, GA 30534-6199","<div class=""store-details__main-travel"" data-latitude=""34.358711"" data-longitude=""-84.031285"">
        <div class=""store-details__main-distance""></div>
        <a class=""store-details__main-directions"" href=""javascript:void(0);"" target=""_blank""></a>
    </div>",(470) 239-0883
"<img class=""store-details__map-image"" src=""https://maps.googleapis.com/maps/api/staticmap?center=Dollar+General%2C6533+Hwy+9+South%2CDawsonville+GA+30534-6633&amp;zoom=15&amp;size=730x600&amp;markers=icon%3Ahttps%3A%2F%2Fwww.dollargeneral.com%2Fetc.clientlibs%2Fdollargeneral%2Fclientlibs%2Fclientlib-site%2Fresources%2Fimages%2Fstatic-map-pin.png%7C34.336029%2C-84.117911&amp;key=AIzaSyDi0nb6nKeHaDJWFtAvbAIPKBrUuAc_mTY&amp;signature=NrKIfxkRNV4rkx0vFoeDMgWPwHY="" alt=""Google map showing the dropped pin on Dollar General,6533 Hwy 9 South,Dawsonville GA 30534-6633"">",6533 Hwy 9 South,"Dawsonville, GA 30534-6633","<div class=""store-details__main-travel"" data-latitude=""34.336029"" data-longitude=""-84.117911"" style=""display: none;"">
        <div class=""store-details__main-distance""></div>
        <a class=""store-details__main-directions"" href=""javascript:void(0);"" target=""_blank""></a>
    </div>",(470) 695-0530
"<img class=""store-details__map-image"" src=""https://maps.googleapis.com/maps/api/staticmap?center=Dollar+General%2C30+Howser+Mill+Rd%2CDawsonville+GA+30534-3451&amp;zoom=15&amp;size=730x600&amp;markers=icon%3Ahttps%3A%2F%2Fwww.dollargeneral.com%2Fetc.clientlibs%2Fdollargeneral%2Fclientlibs%2Fclientlib-site%2Fresources%2Fimages%2Fstatic-map-pin.png%7C34.4219%2C-84.1236&amp;key=AIzaSyDi0nb6nKeHaDJWFtAvbAIPKBrUuAc_mTY&amp;signature=FLcQ32TvYLAx88o093eYhkiXZPU="" alt=""Google map showing the dropped pin on Dollar General,30 Howser Mill Rd,Dawsonville GA 30534-3451"">",30 Howser Mill Rd,"Dawsonville, GA 30534-3451","<div class=""store-details__main-travel"" data-latitude=""34.4219"" data-longitude=""-84.1236"">
        <div class=""store-details__main-distance""></div>
        <a class=""store-details__main-directions"" href=""javascript:void(0);"" target=""_blank""></a>
    </div>",(470) 839-8966
"<img class=""store-details__map-image"" src=""https://maps.googleapis.com/maps/api/staticmap?center=Dollar+General%2C7520+Dawsonville+Hwy%2CDawsonville+GA+30534&amp;zoom=15&amp;size=730x600&amp;markers=icon%3Ahttps%3A%2F%2Fwww.dollargeneral.com%2Fetc.clientlibs%2Fdollargeneral%2Fclientlibs%2Fclientlib-site%2Fresources%2Fimages%2Fstatic-map-pin.png%7C34.4827%2C-84.0987&amp;key=AIzaSyDi0nb6nKeHaDJWFtAvbAIPKBrUuAc_mTY&amp;signature=vkoLkdLac6iNZV_7RGERQxBHmfA="" alt=""Google map showing the dropped pin on Dollar General,7520 Dawsonville Hwy,Dawsonville GA 30534"">",7520 Dawsonville Hwy,"Dawsonville, GA 30534","<div class=""store-details__main-travel"" data-latitude=""34.4827"" data-longitude=""-84.0987"">
        <div class=""store-details__main-distance""></div>
        <a class=""store-details__main-directions"" href=""javascript:void(0);"" target=""_blank""></a>
    </div>",(762) 274-1022
